person_id,loan_grade,loan_intent,loan_amnt,loan_int_rate,loan_percent_income
597,E,DEBTCONSOLIDATION,20000,16.69,0.54
598,B,MEDICAL,20000,11.11,0.53
599,A,EDUCATION,20000,7.9,0.44
600,B,PERSONAL,20000,10.25,0.44
601,E,MEDICAL,20000,,0.44
602,A,MEDICAL,1200,7.49,0.06
603,C,DEBTCONSOLIDATION,20000,13.92,0.44
604,D,MEDICAL,20000,14.74,0.51
605,B,EDUCATION,20000,10.62,0.43
606,B,VENTURE,20000,10.65,0.42
607,D,PERSONAL,20000,12.99,0.48
608,B,VENTURE,20000,11.36,0.41
609,A,EDUCATION,7500,5.79,0.38
610,A,EDUCATION,20000,6.54,0.4
611,A,VENTURE,4000,5.79,0.2
612,A,DEBTCONSOLIDATION,20000,7.49,0.4
613,C,EDUCATION,20000,13.43,0.4
614,C,DEBTCONSOLIDATION,20000,13.22,0.4
615,C,VENTURE,5000,14.72,0.25
616,E,EDUCATION,20000,15.68,0.45
617,B,MEDICAL,20000,,0.39
618,B,HOMEIMPROVEMENT,20000,11.48,0.39
619,B,VENTURE,20000,10.38,0.39
620,B,EDUCATION,20000,12.53,0.39
621,C,EDUCATION,20000,13.47,0.39
622,B,VENTURE,20000,12.21,0.39
623,B,VENTURE,20000,10.99,0.38
624,B,EDUCATION,20000,11.36,0.38
625,D,DEBTCONSOLIDATION,20000,16.0,0.43
626,A,PERSONAL,1500,7.74,0.07
627,D,EDUCATION,20000,15.65,0.38
628,C,DEBTCONSOLIDATION,20000,11.78,0.43
629,B,HOMEIMPROVEMENT,20000,,0.38
630,D,MEDICAL,20000,16.77,0.43
631,B,EDUCATION,20000,9.91,0.37
632,D,MEDICAL,20000,15.65,0.42
633,D,MEDICAL,20000,14.96,0.42
634,B,VENTURE,20000,11.83,0.37
635,C,MEDICAL,20000,11.66,0.41
636,B,EDUCATION,20000,12.18,0.36
637,A,HOMEIMPROVEMENT,20000,6.91,0.36
638,A,DEBTCONSOLIDATION,20000,6.91,0.36
639,F,HOMEIMPROVEMENT,20000,19.79,0.41
640,B,VENTURE,20000,9.88,0.36
641,B,PERSONAL,16600,9.76,0.83
642,B,DEBTCONSOLIDATION,20000,12.53,0.36
643,B,VENTURE,20000,,0.36
644,A,PERSONAL,7125,6.99,0.36
645,D,EDUCATION,20000,16.89,0.35
646,D,PERSONAL,20000,17.49,0.39
647,E,EDUCATION,2500,16.82,0.12
648,B,HOMEIMPROVEMENT,3600,,0.18
649,C,DEBTCONSOLIDATION,20000,13.11,0.34
650,A,DEBTCONSOLIDATION,20000,7.66,0.34
651,A,MEDICAL,20000,6.17,0.34
652,E,PERSONAL,20000,16.35,0.38
653,A,MEDICAL,20000,7.9,0.33
654,D,VENTURE,20000,16.49,0.37
655,A,VENTURE,3550,,0.18
656,A,HOMEIMPROVEMENT,7000,8.0,0.35
657,B,PERSONAL,20000,10.99,0.33
658,A,VENTURE,7750,6.91,0.38
659,B,PERSONAL,20000,8.88,0.37
660,A,VENTURE,20000,,0.33
661,D,DEBTCONSOLIDATION,20000,14.84,0.37
662,B,PERSONAL,20000,11.12,0.37
663,A,EDUCATION,20000,7.88,0.33
664,B,EDUCATION,20000,,0.33
665,D,EDUCATION,6000,15.99,0.29
666,B,DEBTCONSOLIDATION,5500,10.99,0.27
667,B,EDUCATION,20000,,0.33
668,D,PERSONAL,20000,15.65,0.37
669,E,PERSONAL,20000,17.04,0.37
670,B,EDUCATION,20000,12.21,0.33
671,C,EDUCATION,1275,15.23,0.06
672,D,DEBTCONSOLIDATION,20000,14.11,0.37
673,B,PERSONAL,20000,11.14,0.33
674,B,MEDICAL,2400,11.49,0.12
675,D,PERSONAL,20000,13.87,0.33
676,B,HOMEIMPROVEMENT,20000,10.08,0.33
677,E,PERSONAL,20000,16.7,0.37
678,E,VENTURE,20000,18.64,0.36
679,B,HOMEIMPROVEMENT,20000,12.18,0.33
680,D,DEBTCONSOLIDATION,3800,,0.19
681,A,MEDICAL,20000,6.54,0.32
682,D,EDUCATION,20000,14.61,0.36
683,E,VENTURE,20000,17.39,0.36
684,B,HOMEIMPROVEMENT,20000,11.12,0.32
685,B,VENTURE,20000,11.48,0.32
686,B,MEDICAL,20000,12.42,0.32
687,B,DEBTCONSOLIDATION,20000,10.25,0.34
688,B,MEDICAL,20000,10.65,0.31
689,D,PERSONAL,5000,16.29,0.24
690,B,MEDICAL,20000,10.37,0.31
691,B,VENTURE,20000,11.49,0.31
692,B,VENTURE,10000,10.59,0.48
693,C,VENTURE,5375,13.49,0.26
694,C,PERSONAL,20000,,0.34
695,C,EDUCATION,20000,12.29,0.34
696,D,DEBTCONSOLIDATION,3500,17.27,0.17
697,B,DEBTCONSOLIDATION,20000,11.99,0.31
698,D,PERSONAL,20000,14.84,0.34
699,B,DEBTCONSOLIDATION,20000,10.83,0.34
700,C,DEBTCONSOLIDATION,20000,13.22,0.31
701,B,EDUCATION,20000,12.18,0.3
702,B,MEDICAL,20000,11.11,0.3
703,C,HOMEIMPROVEMENT,20000,13.48,0.3
704,B,EDUCATION,20000,10.75,0.29
705,C,PERSONAL,20000,12.53,0.29
706,D,DEBTCONSOLIDATION,20000,14.84,0.32
707,E,VENTURE,20000,17.74,0.29
708,B,HOMEIMPROVEMENT,20000,9.99,0.29
709,A,PERSONAL,20000,6.91,0.29
710,E,HOMEIMPROVEMENT,20000,,0.31
711,D,PERSONAL,20000,14.09,0.28
712,B,DEBTCONSOLIDATION,3000,11.49,0.14
713,D,EDUCATION,20000,14.09,0.28
714,D,MEDICAL,20000,15.2,0.31
715,B,MEDICAL,20000,11.83,0.28
716,B,PERSONAL,6000,12.21,0.29
717,D,VENTURE,20000,14.11,0.3
718,D,DEBTCONSOLIDATION,20000,14.42,0.3
719,D,HOMEIMPROVEMENT,20000,14.74,0.28
720,B,HOMEIMPROVEMENT,20000,12.69,0.27
721,D,DEBTCONSOLIDATION,1625,16.89,0.08
722,B,DEBTCONSOLIDATION,20000,,0.27
723,D,HOMEIMPROVEMENT,4500,,0.21
724,B,VENTURE,8500,9.63,0.4
725,B,HOMEIMPROVEMENT,20000,8.88,0.27
726,A,MEDICAL,20000,6.91,0.27
727,A,EDUCATION,20000,,0.27
728,B,PERSONAL,20000,10.38,0.27
729,B,DEBTCONSOLIDATION,20000,10.99,0.29
730,C,VENTURE,20000,,0.27
731,A,PERSONAL,7575,,0.35
732,B,EDUCATION,5200,12.42,0.24
733,E,HOMEIMPROVEMENT,20000,14.82,0.29
734,E,PERSONAL,20000,16.32,0.26
735,E,MEDICAL,20000,16.0,0.29
736,B,MEDICAL,20000,10.37,0.26
737,C,DEBTCONSOLIDATION,20000,13.16,0.29
738,E,VENTURE,20000,14.88,0.29
739,C,DEBTCONSOLIDATION,20000,13.98,0.26
740,D,HOMEIMPROVEMENT,20000,13.36,0.28
741,A,VENTURE,7125,6.99,0.33
742,A,EDUCATION,4025,5.42,0.19
743,A,MEDICAL,8000,5.42,0.37
744,C,HOMEIMPROVEMENT,20000,13.85,0.26
745,C,PERSONAL,4000,12.99,0.19
746,B,MEDICAL,4200,9.99,0.19
747,C,VENTURE,1400,,0.06
748,B,VENTURE,20000,,0.26
749,B,MEDICAL,20000,11.14,0.28
750,A,DEBTCONSOLIDATION,3800,5.99,0.18
751,D,DEBTCONSOLIDATION,20000,,0.28
752,B,VENTURE,20000,11.58,0.26
753,C,MEDICAL,20000,13.85,0.25
754,D,EDUCATION,20000,16.89,0.25
755,A,MEDICAL,20000,7.9,0.25
756,C,VENTURE,6000,12.68,0.28
757,D,MEDICAL,20000,14.91,0.27
758,C,VENTURE,20000,13.06,0.25
759,B,EDUCATION,20000,8.88,0.25
760,A,EDUCATION,2000,6.17,0.09
761,C,EDUCATION,20000,13.98,0.25
762,A,VENTURE,8500,6.54,0.39
763,C,MEDICAL,20000,13.85,0.27
764,B,HOMEIMPROVEMENT,1000,10.36,0.05
765,E,PERSONAL,20000,15.95,0.27
766,C,HOMEIMPROVEMENT,20000,14.26,0.25
767,B,MEDICAL,20000,11.71,0.25
768,C,DEBTCONSOLIDATION,20000,13.49,0.25
769,D,DEBTCONSOLIDATION,2000,14.84,0.09
770,C,EDUCATION,20000,,0.24
771,D,HOMEIMPROVEMENT,20000,15.05,0.26
772,C,EDUCATION,20000,13.79,0.26
773,C,EDUCATION,20000,13.48,0.24
774,A,VENTURE,3000,6.76,0.14
775,B,PERSONAL,20000,11.11,0.24
776,C,EDUCATION,20000,13.92,0.24
777,B,EDUCATION,4400,12.53,0.2
778,B,DEBTCONSOLIDATION,10000,11.14,0.46
779,D,HOMEIMPROVEMENT,20000,14.11,0.25
780,A,MEDICAL,20000,7.49,0.24
781,B,DEBTCONSOLIDATION,20000,10.25,0.24
782,B,PERSONAL,20000,12.53,0.27
783,B,PERSONAL,1500,11.86,0.07
784,A,VENTURE,9000,7.88,0.41
785,B,HOMEIMPROVEMENT,20000,,0.24
786,D,VENTURE,4000,,0.18
787,C,DEBTCONSOLIDATION,20000,13.85,0.23
788,C,PERSONAL,6000,13.23,0.27
789,B,PERSONAL,20000,,0.22
790,F,HOMEIMPROVEMENT,20000,18.25,0.26
791,A,DEBTCONSOLIDATION,20000,6.54,0.22
792,B,MEDICAL,20000,11.49,0.22
793,B,MEDICAL,20000,11.49,0.22
794,B,EDUCATION,7000,11.71,0.32
795,C,DEBTCONSOLIDATION,20000,13.57,0.22
796,C,EDUCATION,20000,14.35,0.22
797,B,DEBTCONSOLIDATION,3825,10.65,0.17
798,F,VENTURE,20000,15.65,0.22
799,A,VENTURE,6500,,0.3
800,A,EDUCATION,5875,6.62,0.27
801,B,MEDICAL,20000,9.25,0.22
802,B,MEDICAL,2400,11.71,0.11
803,A,PERSONAL,8000,5.42,0.36
804,B,DEBTCONSOLIDATION,20000,9.45,0.21
805,A,DEBTCONSOLIDATION,1550,7.49,0.07
806,B,PERSONAL,20000,,0.21
807,C,DEBTCONSOLIDATION,20000,,0.24
808,B,EDUCATION,20000,10.99,0.21
809,D,HOMEIMPROVEMENT,20000,,0.21
810,A,VENTURE,7350,7.66,0.33
811,C,MEDICAL,20000,13.04,0.21
812,A,PERSONAL,7200,7.14,0.33
813,D,VENTURE,20000,15.65,0.23
814,B,EDUCATION,20000,11.83,0.2
815,D,DEBTCONSOLIDATION,3000,16.0,0.14
816,D,EDUCATION,20000,15.28,0.2
817,D,DEBTCONSOLIDATION,4000,15.05,0.18
818,D,DEBTCONSOLIDATION,8500,15.05,0.39
819,C,HOMEIMPROVEMENT,20000,14.22,0.2
820,E,HOMEIMPROVEMENT,20000,16.35,0.23
821,B,VENTURE,7500,10.96,0.34
822,C,HOMEIMPROVEMENT,20000,13.06,0.2
823,C,HOMEIMPROVEMENT,20000,13.06,0.2
824,E,VENTURE,7500,,0.34
825,A,EDUCATION,6700,,0.3
826,D,MEDICAL,20000,14.96,0.23
827,E,MEDICAL,20000,17.04,0.23
828,B,PERSONAL,20000,12.21,0.2
829,A,PERSONAL,6400,7.88,0.29
830,A,PERSONAL,5400,5.42,0.24
831,B,DEBTCONSOLIDATION,20000,10.74,0.19
832,C,PERSONAL,20000,13.22,0.22
833,D,DEBTCONSOLIDATION,20000,14.59,0.21
834,C,HOMEIMPROVEMENT,20000,,0.19
835,C,PERSONAL,20000,,0.21
836,B,EDUCATION,20000,12.42,0.18
837,C,EDUCATION,20000,14.17,0.18
838,C,DEBTCONSOLIDATION,20000,13.72,0.18
839,B,PERSONAL,20000,10.38,0.18
840,B,VENTURE,20000,,0.18
841,A,PERSONAL,2000,7.51,0.09
842,B,HOMEIMPROVEMENT,7125,11.71,0.31
843,A,PERSONAL,3000,8.9,0.13
844,E,MEDICAL,20000,17.39,0.2
845,A,PERSONAL,4800,5.79,0.21
846,C,PERSONAL,8300,12.61,0.36
847,B,MEDICAL,20000,10.37,0.17
848,B,HOMEIMPROVEMENT,4750,11.36,0.21
849,A,VENTURE,20000,8.9,0.17
850,B,VENTURE,20000,11.11,0.16
851,A,EDUCATION,3000,8.94,0.13
852,C,PERSONAL,20000,15.27,0.15
853,C,DEBTCONSOLIDATION,20000,13.11,0.15
854,E,EDUCATION,6000,16.0,0.26
855,D,EDUCATION,20000,12.36,0.15
856,A,DEBTCONSOLIDATION,10625,7.51,0.46
857,A,MEDICAL,7000,8.9,0.3
858,A,EDUCATION,20000,6.54,0.14
859,D,VENTURE,20000,15.99,0.14
860,D,HOMEIMPROVEMENT,3600,17.27,0.16
861,E,DEBTCONSOLIDATION,20000,17.99,0.14
862,A,PERSONAL,20000,7.49,0.13
863,B,DEBTCONSOLIDATION,4800,10.0,0.21
864,B,HOMEIMPROVEMENT,20000,9.99,0.13
865,B,VENTURE,20000,11.36,0.12
866,B,HOMEIMPROVEMENT,20000,11.83,0.12
867,C,DEBTCONSOLIDATION,3000,13.35,0.13
868,C,DEBTCONSOLIDATION,20000,14.72,0.11
869,A,HOMEIMPROVEMENT,4400,6.76,0.19
870,B,MEDICAL,19900,11.83,0.34
871,B,MEDICAL,19800,11.48,0.17
872,C,MEDICAL,500,11.41,0.03
873,C,PERSONAL,10000,,0.43
874,C,EDUCATION,700,12.29,0.04
875,D,EDUCATION,7000,14.96,0.3
876,C,DEBTCONSOLIDATION,750,12.29,0.04
877,B,PERSONAL,1000,10.37,0.1
878,D,HOMEIMPROVEMENT,1000,14.74,0.1
879,C,HOMEIMPROVEMENT,1000,13.43,0.1
880,A,EDUCATION,2400,9.63,0.1
881,B,EDUCATION,2400,12.21,0.1
882,B,MEDICAL,1000,10.25,0.1
883,C,MEDICAL,1000,12.99,0.09
884,C,VENTURE,1000,13.98,0.09
885,C,DEBTCONSOLIDATION,1000,14.65,0.08
886,B,EDUCATION,1000,10.65,0.08
887,C,EDUCATION,1000,13.98,0.08
888,C,PERSONAL,1000,13.57,0.08
889,D,PERSONAL,1000,14.96,0.08
890,B,DEBTCONSOLIDATION,1000,10.0,0.07
891,D,VENTURE,1000,16.29,0.07
892,B,VENTURE,2000,11.11,0.09
893,D,VENTURE,5000,,0.22
894,E,VENTURE,1000,16.69,0.07
895,A,EDUCATION,15000,8.94,0.65
896,D,MEDICAL,1000,14.3,0.07
897,D,VENTURE,1000,15.65,0.06
898,B,VENTURE,1000,11.49,0.06
899,C,EDUCATION,1000,13.48,0.06
900,B,EDUCATION,1000,12.53,0.05
901,B,EDUCATION,19000,10.62,0.48
902,B,VENTURE,19000,12.18,0.48
903,B,MEDICAL,19000,11.99,0.4
904,B,HOMEIMPROVEMENT,19000,10.99,0.38
905,B,MEDICAL,19000,,0.37
906,B,DEBTCONSOLIDATION,7000,10.38,0.3
907,E,PERSONAL,19000,16.7,0.4
908,C,DEBTCONSOLIDATION,19000,,0.35
909,A,VENTURE,19000,,0.35
910,B,PERSONAL,19000,11.14,0.35
911,A,MEDICAL,19000,7.49,0.31
912,B,MEDICAL,19000,8.88,0.27
913,B,MEDICAL,19000,10.99,0.26
914,B,HOMEIMPROVEMENT,19000,10.62,0.26
915,A,VENTURE,19000,8.9,0.24
916,D,MEDICAL,6000,14.59,0.25
917,B,VENTURE,2500,9.91,0.1
918,C,PERSONAL,19000,13.22,0.2
919,C,HOMEIMPROVEMENT,19000,12.29,0.18
920,B,PERSONAL,19000,11.48,0.11
921,B,PERSONAL,18950,,0.38
922,A,DEBTCONSOLIDATION,18800,6.99,0.34
923,B,DEBTCONSOLIDATION,18750,10.38,0.27
924,A,VENTURE,18725,6.54,0.51
925,B,DEBTCONSOLIDATION,18550,11.83,0.43
926,B,VENTURE,7100,12.42,0.3
927,B,MEDICAL,18500,10.71,0.54
928,C,EDUCATION,18500,10.91,0.51
929,A,MEDICAL,18500,7.66,0.49
930,C,DEBTCONSOLIDATION,18500,13.61,0.33
931,B,EDUCATION,18500,11.26,0.25
932,A,EDUCATION,18500,7.49,0.25
933,A,HOMEIMPROVEMENT,18500,7.9,0.25
934,B,MEDICAL,8000,9.91,0.33
935,A,VENTURE,3000,7.9,0.13
936,F,VENTURE,18500,15.33,0.24
937,C,EDUCATION,18500,12.87,0.13
938,A,EDUCATION,5000,7.9,0.21
939,C,PERSONAL,18400,13.16,0.38
940,B,DEBTCONSOLIDATION,18400,9.99,0.37
941,A,PERSONAL,18400,8.9,0.15
942,C,VENTURE,5000,14.65,0.21
943,C,DEBTCONSOLIDATION,6000,13.49,0.25
944,B,VENTURE,18250,10.25,0.54
945,B,PERSONAL,18250,11.49,0.52
946,E,VENTURE,18250,17.04,0.53
947,B,MEDICAL,18250,10.25,0.43
948,A,VENTURE,1300,5.42,0.05
949,D,PERSONAL,18250,14.61,0.49
950,C,VENTURE,18250,13.35,0.4
951,A,DEBTCONSOLIDATION,5800,5.99,0.24
952,B,PERSONAL,18250,10.75,0.4
953,C,DEBTCONSOLIDATION,18250,14.26,0.4
954,E,VENTURE,18250,17.56,0.33
955,D,VENTURE,18250,14.83,0.37
956,E,DEBTCONSOLIDATION,18250,16.7,0.36
957,B,VENTURE,18225,10.74,0.36
958,D,HOMEIMPROVEMENT,18225,14.91,0.41
959,B,VENTURE,18200,8.88,0.51
960,B,PERSONAL,18200,9.91,0.5
961,B,DEBTCONSOLIDATION,18200,11.71,0.51
962,B,EDUCATION,18200,10.99,0.33
963,C,VENTURE,18000,11.54,0.67
964,D,EDUCATION,8000,15.62,0.33
965,B,VENTURE,18000,9.91,0.55
966,B,PERSONAL,18000,9.88,0.5
967,C,EDUCATION,18000,13.48,0.59
968,B,EDUCATION,18000,9.25,0.45
969,C,MEDICAL,18000,13.11,0.45
970,B,DEBTCONSOLIDATION,5000,10.99,0.21
971,A,VENTURE,18000,6.17,0.43
972,A,MEDICAL,8000,5.99,0.33
973,A,EDUCATION,2400,7.49,0.1
974,C,DEBTCONSOLIDATION,18000,11.03,0.42
975,A,MEDICAL,18000,7.9,0.42
976,C,EDUCATION,18000,13.57,0.41
977,B,VENTURE,18000,12.18,0.41
978,E,MEDICAL,18000,17.19,0.46
979,C,MEDICAL,18000,15.23,0.38
980,B,EDUCATION,18000,,0.38
981,D,HOMEIMPROVEMENT,18000,14.46,0.43
982,A,VENTURE,4200,6.99,0.17
983,E,DEBTCONSOLIDATION,18000,16.63,0.41
984,B,MEDICAL,18000,12.42,0.36
985,A,VENTURE,18000,7.9,0.36
986,D,MEDICAL,5000,15.99,0.21
987,B,PERSONAL,4200,10.99,0.17
988,C,EDUCATION,18000,13.11,0.36
989,C,VENTURE,18000,13.79,0.36
990,B,EDUCATION,2500,10.59,0.1
991,C,EDUCATION,18000,,0.35
992,C,MEDICAL,6000,12.68,0.25
993,C,VENTURE,18000,12.98,0.35
994,C,VENTURE,18000,13.85,0.35
995,B,VENTURE,18000,12.21,0.34
996,B,DEBTCONSOLIDATION,18000,10.71,0.39
997,A,PERSONAL,18000,6.54,0.38
998,A,PERSONAL,8000,5.79,0.33
999,C,EDUCATION,18000,12.84,0.33
1000,B,HOMEIMPROVEMENT,18000,10.99,0.33
1001,B,MEDICAL,1375,11.11,0.06
1002,C,EDUCATION,18000,13.48,0.32
1003,D,EDUCATION,18000,14.74,0.36
1004,C,VENTURE,18000,,0.31
1005,E,MEDICAL,18000,19.69,0.34
1006,E,VENTURE,18000,17.19,0.34
1007,D,EDUCATION,18000,16.32,0.3
1008,B,EDUCATION,18000,9.33,0.3
1009,C,EDUCATION,18000,13.23,0.29
1010,A,MEDICAL,5000,7.66,0.21
1011,C,MEDICAL,18000,13.85,0.29
1012,B,EDUCATION,5600,9.63,0.23
1013,A,VENTURE,10000,6.92,0.42
1014,B,VENTURE,18000,9.63,0.29
1015,B,EDUCATION,18000,10.99,0.29
1016,C,EDUCATION,18000,13.57,0.29
1017,A,VENTURE,18000,,0.28
1018,C,HOMEIMPROVEMENT,18000,13.99,0.28
1019,D,HOMEIMPROVEMENT,18000,14.96,0.31
1020,C,HOMEIMPROVEMENT,18000,,0.28
1021,E,VENTURE,18000,16.0,0.31
1022,D,HOMEIMPROVEMENT,18000,16.29,0.3
1023,B,EDUCATION,18000,10.25,0.27
1024,B,EDUCATION,18000,10.65,0.26
1025,B,HOMEIMPROVEMENT,18000,9.88,0.26
1026,E,MEDICAL,18000,16.0,0.28
1027,E,EDUCATION,18000,16.45,0.26
1028,D,PERSONAL,18000,15.33,0.28
1029,B,DEBTCONSOLIDATION,18000,11.83,0.25
1030,D,PERSONAL,18000,14.54,0.27
1031,A,VENTURE,18000,7.88,0.25
1032,C,EDUCATION,3000,13.98,0.13
1033,A,EDUCATION,18000,,0.24
1034,D,VENTURE,1200,15.21,0.05
1035,C,EDUCATION,18000,12.73,0.24
1036,D,PERSONAL,3500,15.58,0.15
1037,B,EDUCATION,18000,9.88,0.24
1038,B,MEDICAL,7000,11.86,0.29
1039,C,EDUCATION,18000,13.49,0.23
1040,A,VENTURE,18000,7.9,0.23
1041,A,VENTURE,18000,8.49,0.23
1042,B,EDUCATION,18000,10.99,0.23
1043,C,HOMEIMPROVEMENT,18000,13.85,0.22
1044,C,MEDICAL,18000,13.98,0.22
1045,D,DEBTCONSOLIDATION,2800,16.07,0.12
1046,A,MEDICAL,18000,,0.22
1047,B,DEBTCONSOLIDATION,18000,10.65,0.24
1048,D,EDUCATION,8500,15.7,0.35
1049,C,PERSONAL,2100,13.11,0.09
1050,C,VENTURE,18000,15.27,0.22
1051,B,HOMEIMPROVEMENT,6000,10.99,0.25
1052,B,HOMEIMPROVEMENT,18000,9.88,0.21
1053,A,MEDICAL,2500,7.14,0.1
1054,B,EDUCATION,18000,11.71,0.21
1055,A,VENTURE,18000,8.49,0.21
1056,B,EDUCATION,18000,11.89,0.21
1057,C,EDUCATION,18000,13.16,0.2
1058,B,PERSONAL,18000,8.88,0.2
1059,A,DEBTCONSOLIDATION,18000,8.49,0.19
1060,D,HOMEIMPROVEMENT,18000,15.31,0.19
1061,C,EDUCATION,18000,12.53,0.18
1062,B,DEBTCONSOLIDATION,18000,12.18,0.16
1063,A,MEDICAL,18000,7.51,0.17
1064,B,VENTURE,18000,11.83,0.16
1065,F,PERSONAL,18000,18.3,0.15
1066,C,MEDICAL,18000,14.79,0.14
1067,B,MEDICAL,5000,10.95,0.21
1068,C,DEBTCONSOLIDATION,18000,13.72,0.12
1069,B,EDUCATION,18000,10.62,0.12
1070,B,MEDICAL,5000,12.21,0.21
1071,C,EDUCATION,17950,10.91,0.24
1072,A,PERSONAL,17950,,0.14
1073,A,MEDICAL,7000,9.63,0.29
1074,E,MEDICAL,17800,16.35,0.24
1075,B,EDUCATION,1500,12.21,0.06
1076,C,DEBTCONSOLIDATION,17750,13.49,0.37
1077,B,DEBTCONSOLIDATION,17700,11.49,0.27
1078,B,PERSONAL,8000,9.76,0.33
1079,C,EDUCATION,8000,11.34,0.33
1080,D,EDUCATION,3975,13.87,0.17
1081,A,DEBTCONSOLIDATION,17625,8.9,0.39
1082,C,MEDICAL,17600,12.99,0.3
1083,B,EDUCATION,17600,10.74,0.27
1084,B,HOMEIMPROVEMENT,17600,10.62,0.25
1085,F,HOMEIMPROVEMENT,17600,,0.25
1086,B,EDUCATION,5000,8.7,0.21
1087,C,PERSONAL,3500,12.99,0.15
1088,E,MEDICAL,17600,17.19,0.21
1089,D,HOMEIMPROVEMENT,17500,15.95,0.54
1090,C,VENTURE,17500,14.22,0.49
1091,B,MEDICAL,17500,12.53,0.47
1092,B,MEDICAL,4500,11.83,0.19
1093,D,VENTURE,4000,15.05,0.16
1094,B,MEDICAL,17500,10.62,0.43
1095,B,VENTURE,1800,11.89,0.07
1096,B,HOMEIMPROVEMENT,5000,10.75,0.2
1097,B,EDUCATION,17500,12.53,0.4
1098,C,MEDICAL,17500,13.61,0.37
1099,C,MEDICAL,17500,13.85,0.36
1100,C,DEBTCONSOLIDATION,17500,13.85,0.36
1101,A,VENTURE,17500,6.54,0.33
1102,E,EDUCATION,17500,17.19,0.32
1103,C,EDUCATION,17500,13.49,0.3
1104,B,EDUCATION,17500,9.25,0.3
1105,A,VENTURE,17500,6.54,0.29
1106,A,PERSONAL,17500,7.9,0.23
1107,C,MEDICAL,5500,13.16,0.22
1108,B,HOMEIMPROVEMENT,17500,11.71,0.18
1109,C,PERSONAL,2000,13.99,0.08
1110,B,EDUCATION,17475,9.91,0.44
1111,B,DEBTCONSOLIDATION,17475,9.91,0.38
1112,B,EDUCATION,5000,12.69,0.2
1113,A,EDUCATION,17475,7.51,0.3
1114,B,PERSONAL,17400,11.99,0.21
1115,B,DEBTCONSOLIDATION,17400,10.37,0.18
1116,B,EDUCATION,17400,11.71,0.13
1117,D,PERSONAL,17200,17.58,0.18
1118,B,EDUCATION,17000,10.37,0.49
1119,C,HOMEIMPROVEMENT,17000,12.99,0.58
1120,D,EDUCATION,7000,15.58,0.28
1121,B,DEBTCONSOLIDATION,17000,10.65,0.42
1122,C,MEDICAL,17000,12.87,0.41
1123,A,DEBTCONSOLIDATION,17000,7.66,0.4
1124,C,MEDICAL,17000,13.47,0.39
1125,B,DEBTCONSOLIDATION,17000,10.38,0.37
1126,B,DEBTCONSOLIDATION,17000,9.99,0.36
1127,E,EDUCATION,17000,16.82,0.34
1128,C,PERSONAL,17000,13.79,0.34
1129,D,PERSONAL,4575,,0.18
1130,B,EDUCATION,8000,11.26,0.32
1131,A,PERSONAL,17000,8.49,0.33
1132,D,EDUCATION,17000,14.96,0.38
1133,C,MEDICAL,17000,12.98,0.33
1134,C,MEDICAL,6500,11.34,0.26
1135,B,DEBTCONSOLIDATION,17000,11.58,0.33
1136,B,HOMEIMPROVEMENT,17000,,0.32
1137,B,MEDICAL,17000,9.88,0.31
1138,C,VENTURE,7400,,0.3
1139,A,DEBTCONSOLIDATION,17000,7.51,0.3
1140,B,PERSONAL,17000,10.25,0.32
1141,C,MEDICAL,2400,14.27,0.1
1142,B,PERSONAL,17000,11.11,0.28
1143,A,PERSONAL,17000,6.91,0.28
1144,C,MEDICAL,4000,15.27,0.16
1145,A,VENTURE,17000,5.99,0.27
1146,C,VENTURE,17000,13.47,0.26
1147,B,PERSONAL,17000,8.88,0.24
1148,A,MEDICAL,17000,7.88,0.24
1149,B,DEBTCONSOLIDATION,17000,12.53,0.23
1150,B,EDUCATION,17000,9.33,0.23
1151,B,MEDICAL,17000,10.99,0.22
1152,B,VENTURE,3600,9.91,0.14
1153,C,EDUCATION,17000,13.11,0.2
1154,A,DEBTCONSOLIDATION,17000,9.63,0.19
1155,D,MEDICAL,17000,16.77,0.22
1156,B,EDUCATION,17000,10.59,0.19
1157,B,EDUCATION,17000,11.49,0.18
1158,B,PERSONAL,17000,11.48,0.18
1159,B,EDUCATION,17000,10.37,0.15
1160,B,VENTURE,17000,9.88,0.1
1161,D,PERSONAL,16950,18.25,0.35
1162,A,DEBTCONSOLIDATION,16875,6.54,0.23
1163,A,MEDICAL,7000,6.99,0.28
1164,A,MEDICAL,7200,8.49,0.29
1165,B,PERSONAL,16800,10.99,0.48
1166,B,MEDICAL,16800,12.53,0.34
1167,A,EDUCATION,1800,8.49,0.07
1168,B,MEDICAL,16800,,0.31
1169,C,MEDICAL,16800,14.65,0.28
1170,A,EDUCATION,16800,6.54,0.28
1171,C,MEDICAL,16800,13.85,0.28
1172,D,MEDICAL,16800,12.67,0.31
1173,B,HOMEIMPROVEMENT,3000,9.99,0.12
1174,C,MEDICAL,16800,13.49,0.25
1175,D,MEDICAL,16800,16.77,0.24
1176,D,HOMEIMPROVEMENT,16800,15.65,0.23
1177,B,HOMEIMPROVEMENT,16800,12.42,0.17
1178,A,MEDICAL,16800,6.17,0.17
1179,C,DEBTCONSOLIDATION,16800,13.11,0.16
1180,B,VENTURE,16800,12.42,0.13
1181,C,HOMEIMPROVEMENT,2000,14.17,0.08
1182,D,MEDICAL,16750,15.28,0.47
1183,B,DEBTCONSOLIDATION,16750,10.75,0.38
